Ticker,Outstanding_Shares,Price
WHLM,5157647,4.25
ABVC,32909091,0.66
LOV,26168675,0.83
ZYNE,52878049,0.41
RAVE,14156863,1.53
IZM,8844262,2.44
SBIG,26604938,0.81
UGRO,10610837,2.03
VINC,21247525,1.01
ACST,44604167,0.48
SRZN,30084507,0.71
LASE,7878229,2.71
EKSO,13343750,1.60
RCON,48022727,0.44
RAYA,12137931,1.74
TAIT,5963277,3.54
MRAI,21520408,0.98
RGLS,16840000,1.25
TNON,11688889,1.80
LMNL,3104874,6.77
AFIB,30897059,0.68
NRSN,11858757,1.77
ONCT,59542857,0.35
GLBZ,2868966,7.25
INDP,8469388,2.45
GRCY,1870354,11.03
GTEC,12968553,1.59
BMR,11827586,1.74
CTIB,15694656,1.31
FTFT,14941606,1.37
FRSX,66000000,0.31
CARV,4167006,4.91
NRBO,27186667,0.75
BTCS,13763514,1.48
BRLI,1816801,11.19
DOMH,5636111,3.60
OPXS,6482428,3.13
EDSA,20059406,1.01
LTRY,50125000,0.40
EDUC,8713043,2.30
ALBT,10000000,1.99
SHFS,42000000,0.47
NISN,37846154,0.52
CLEU,31612903,0.62
VIVK,17809091,1.10
CNFR,12218750,1.60
CMRA,22406977,0.86
NMTR,14373134,1.34
RVSN,16092437,1.19
SIEN,10263441,1.86
ILAG,18317308,1.04
HPCO,27926471,0.68
SNAX,37176471,0.51
ONVO,8818605,2.15
CPOP,23898734,0.79
FNCH,48230769,0.39
BRFH,12883562,1.46
CNTG,25958333,0.72
ELYS,39531915,0.47
LIQT,44214286,0.42
SGTX,33309091,0.55
SHPH,13656716,1.34
CHNR,7904762,2.31
ASTC,1692950,10.78
ATHX,18414141,0.99
LSDI,16423423,1.11
EVLO,113812500,0.16
VJET,9135678,1.99
CMMB,11073171,1.64
MODD,10933735,1.66
TMPO,26202899,0.69
CYAD,22600000,0.80
JEWL,21200000,0.85
MSGM,2876997,6.26
ZKIN,29900000,0.60
PALT,9200000,1.95
BWV,15892857,1.12
CREX,7395833,2.40
NVVE,24732394,0.71
ADD,9595628,1.83
NVOS,146166667,0.12
JCTCF,3478088,5.02
ATIF,8938462,1.95
MDJH,11677852,1.49
GOVX,26538462,0.65
ERNA,5192771,3.32
IPW,29724138,0.58
FPAY,21746835,0.79
BEAT,8205742,2.09
CVKD,10786164,1.59
IKT,30535714,0.56
OIG,189333333,0.09
TOPS,20530120,0.83
HSPO,1649756,10.25
ELOX,2105985,8.02
VISL,48085714,0.35
SSNT,5128049,3.28
FGI,9502825,1.77
ADMP,167100000,0.10
MARK,13577236,1.23
MNPR,13190476,1.26
VRME,9355932,1.77
EFTR,42256410,0.39
CEMI,36555556,0.45
GTBP,35760870,0.46
PYPD,38255814,0.43
PFIN,3110266,5.26
MGAM,20658228,0.79
BFRI,26704918,0.61
IDAI,4853293,3.34
ZVSA,9210227,1.76
SIDU,35173913,0.46
WTER,10138365,1.59
PEV,21466667,0.75
TSRI,2120000,7.50
APRE,3945409,4.03
SGLY,22069444,0.72
ELSE,3427646,4.63
AEY,14785047,1.07
AKTX,75238095,0.21
AEHL,14757009,1.07
FEMY,11359712,1.39
WAVE,5538732,2.84
SGMA,6057915,2.59
VBLT,71272727,0.22
AMV,30725490,0.51
BIAF,8156250,1.92
FREQ,35568182,0.44
TBLT,14942308,1.04
INFI,91235294,0.17
BTBD,6462500,2.40
GIGM,11050000,1.40
AIMD,20012987,0.77
SBFM,22632353,0.68
ATMC,1500489,10.23
BOSC,5702602,2.69
ASST,14036697,1.09
NFTG,11914062,1.28
OLB,15323232,0.99
MGRX,16127660,0.94
POLA,12838983,1.18
NERV,5283217,2.86
CLRB,9729032,1.55
AEZS,4870550,3.09
CLXT,48516129,0.31
CLVR,43823529,0.34
BNSO,4852941,3.06
PRPO,22830769,0.65
MRIN,17034483,0.87
APGN,24650000,0.60
CHSN,12860870,1.15
ITRM,12000000,1.23
MGOL,14310680,1.03
ANTE,8459770,1.74
ALIM,7226601,2.03
ONTX,20957143,0.70
ISPC,8890909,1.65
NEPH,10464286,1.40
MBOT,8000000,1.83
VERO,81222222,0.18
MARPS,2000000,7.30
GVP,22121212,0.66
IINN,11608000,1.25
CYCN,43515152,0.33
YOSH,13174312,1.09
BON,10847328,1.31
YTEN,5075000,2.80
VEEE,9393333,1.50
MDRR,17987179,0.78
AUVI,19718310,0.71
ARTW,5072727,2.75
TOMZ,19928571,0.70
LFLY,39657143,0.35
JUPW,26653846,0.52
BRTX,3768392,3.67
STSS,11613445,1.19
GCTK,15505618,0.89
GYRO,1519956,9.02
HCTI,41545455,0.33
XRTX,17986842,0.76
MCVT,6190909,2.20
WHLR,9721429,1.40
APVO,7239362,1.88
APDN,12904762,1.05
ENG,39794118,0.34
RETO,43064516,0.31
LGHL,53240000,0.25
TC,24200000,0.55
LEXX,5986486,2.22
PCSA,24555556,0.54
ATHE,4553265,2.91
DTST,6819588,1.94
PEGY,9354610,1.41
OTRK,26897959,0.49
BLBX,3444737,3.80
ATNX,8331210,1.57
SGBX,13861702,0.94
ISUN,17821918,0.73
SCKT,7182320,1.81
ISIG,1723262,7.48
ACOR,24301887,0.53
KINS,10700000,1.20
AEI,9151079,1.39
IFBD,23811321,0.53
SQFT,13072917,0.96
IMRN,5644144,2.22
SISI,20783333,0.60
TLIS,27021739,0.46
VERB,155125000,0.08
EEIQ,11435185,1.08
PETZ,10283333,1.20
FRZA,10364407,1.18
KTTA,29071429,0.42
CFMS,7484663,1.63
VQS,34628571,0.35
STRR,15137500,0.80
XELB,19206349,0.63
JWEL,31815789,0.38
TTNP,15012500,0.80
CJJD,19063492,0.63
OST,13872093,0.86
PTPI,2087719,5.70
UPC,21759259,0.54
DXYN,15586667,0.75
LIPO,5746269,2.01
CNET,7123457,1.62
CING,11096154,1.04
GRNQ,7876712,1.46
GIPR,2611364,4.40
HALL,1819334,6.31
SBET,27166667,0.42
CREG,7354839,1.55
VIRI,17523077,0.65
LIXT,16647059,0.68
AGRI,18225806,0.62
REBN,12908046,0.87
NURO,7777778,1.44
BPTH,7900709,1.41
JVA,5707692,1.95
CLWT,7900000,1.40
VVOS,28921053,0.38
IMBI,28842105,0.38
CNEY,52047619,0.21
TAOP,15585714,0.70
FORD,10064815,1.08
HILS,11542553,0.94
FAMI,24044444,0.45
AHI,27743590,0.39
APM,3572848,3.02
NH,7700000,1.40
HSCS,9834862,1.09
CNTX,15970149,0.67
MCLD,23239130,0.46
NEXI,26725000,0.40
DRUG,18701754,0.57
PULM,3638225,2.93
IMNN,8793388,1.21
KWE,3996241,2.66
GWAV,11308511,0.94
AUID,25536585,0.41
DGLY,2754617,3.79
STKH,17200000,0.60
SRGA,8306452,1.24
AGLE,64375000,0.16
ADXN,15784615,0.65
AYTU,3814126,2.69
VYNE,3233438,3.17
AMTI,39192308,0.26
NCRA,9245455,1.10
FUV,6506410,1.56
CUEN,2244444,4.50
WNW,47952381,0.21
PALI,5301587,1.89
PSTV,35464286,0.28
LEDS,4891626,2.03
LMFA,13226667,0.75
EBET,25410256,0.39
KBNT,14529412,0.68
NXTP,5869048,1.68
SOFO,11831325,0.83
OCG,21326087,0.46
BLIN,10393617,0.94
DATS,20659574,0.47
LXEH,13301370,0.73
QTEK,27714286,0.35
AMST,2540682,3.81
VVPR,23512195,0.41
QH,6173077,1.56
PT,8681818,1.10
MRKR,8814815,1.08
BTB,10204301,0.93
LABP,31633333,0.30
INPX,16928571,0.56
VRAX,16224138,0.58
EFOI,17961538,0.52
MF,7855932,1.18
WLDS,15163934,0.61
DFFN,2062500,4.48
PSHG,9989130,0.92
XCUR,8444444,1.08
AEMD,22750000,0.40
CELZ,14078125,0.64
SILO,4040359,2.23
PBLA,14950000,0.60
VS,10807229,0.83
APTX,69000000,0.13
WAFU,4475000,2.00
IMCC,12898551,0.69
ACRX,10913580,0.81
NSPR,8330189,1.06
ARDS,36541667,0.24
BNMV,73000000,0.12
CBIO,37739130,0.23
VRPX,11716216,0.74
ONCR,26090909,0.33
ADIL,28666667,0.30
DRCT,3240458,2.62
GLMD,24941176,0.34
AUUD,12953846,0.65
NXGL,5613333,1.50
JFBR,8444444,0.99
JAGX,13916667,0.60
REUN,11597222,0.72
TENX,22405405,0.37
CETX,826000,10.00
HTGM,2231608,3.67
CYCC,12409091,0.66
HIHO,3985366,2.05
MDGS,1688285,4.78
RDHL,2625000,3.04
SINT,3868932,2.06
CHEK,5845588,1.36
PTIX,4320652,1.84
GMBL,3168000,2.50
GHSI,1246032,6.30
OXBR,5729927,1.37
BHAT,9573171,0.82
JCSE,15019231,0.52
ARTL,2863469,2.71
OP,24838710,0.31
MIND,13732143,0.56
CYTH,10479452,0.73
TTOO,20540541,0.37
PRFX,11584615,0.65
BJDX,20270270,0.37
IMV,11703125,0.64
KPRX,1920513,3.90
ALRN,4487952,1.66
AHG,23838710,0.31
BKYI,9164557,0.79
SYTA,65636364,0.11
LCFY,1019858,7.05
ALAR,3293578,2.18
ONFO,5107143,1.40
NEPT,11532258,0.62
OBLG,2070175,3.42
HOTH,3316038,2.12
BIOL,25888889,0.27
CEAD,8070588,0.85
XBIO,14553191,0.47
RELI,1583333,4.32
EZFL,28416667,0.24
XTLB,5354331,1.27
FRGT,3239234,2.09
SONN,19823529,0.34
WAVD,19171429,0.35
PRSO,13979167,0.48
UTME,8271605,0.81
ACGN,3253659,2.05
AIHS,7655172,0.87
ATXI,6027523,1.09
SNPX,7119565,0.92
MTEK,7879518,0.83
DUO,6595960,0.99
BNTC,27208333,0.24
ASNS,17648649,0.37
NUZE,690678,9.44
AGRX,931884,6.90
SPCB,5144000,1.25
SLNH,24692308,0.26
SVRE,5605263,1.14
EVOK,3336842,1.90
INVO,13404255,0.47
MOB,4838462,1.30
TRVN,8845070,0.71
SVVC,6890110,0.91
CYAN,6270000,1.00
AGFY,21517241,0.29
RIBT,6346939,0.98
ACON,8171053,0.76
RNAZ,15820513,0.39
SWVL,5500000,1.12
VINO,5522523,1.11
NXL,7285714,0.84
BXRX,2663755,2.29
SQL,13818182,0.44
HSDT,27636364,0.22
WINT,927803,6.51
NDRA,3168421,1.90
NCPL,6070707,0.99
BIOC,17085714,0.35
METX,23720000,0.25
RKDA,850941,6.91
QNRX,11836735,0.49
DBGI,4898305,1.18
UNAM,5302752,1.09
COMS,2671296,2.16
IMTE,16027778,0.36
BSFC,40857143,0.14
OPGN,5500000,1.04
DYNT,4042553,1.41
VLON,13547619,0.42
PHIO,1157464,4.89
KTRA,1692771,3.32
NAOV,1645161,3.41
WISA,3881119,1.43
GDC,1551821,3.57
SMFL,36866667,0.15
RSLS,1807190,3.06
NBSE,32294118,0.17
AVGR,8619048,0.63
BAOS,1538462,3.51
ATNF,4114504,1.31
CWBR,2908108,1.85
NUWE,1166302,4.57
QTT,29277778,0.18
SVFD,5818182,0.88
PIK,7529412,0.68
JZXN,36500000,0.14
NBRV,3066265,1.66
MICS,3216561,1.57
SNGX,2924419,1.72
THMO,2109244,2.38
SECO,7275362,0.69
CRKN,45272727,0.11
KERN,5833333,0.84
REVB,4551402,1.07
WORX,13027027,0.37
BACK,33928571,0.14
GNLN,15666667,0.30
INBS,1579125,2.97
ONCS,4553398,1.03
GMVD,7380952,0.63
SNTG,2801205,1.66
HSTO,4268519,1.08
SNES,2886792,1.59
BBLG,17000000,0.27
SASI,10809524,0.42
UK,4870968,0.93
SNOA,4670103,0.97
BRQS,18750000,0.24
CNSP,2235000,2.00
INM,3328358,1.34
TIVC,29600000,0.15
SLRX,2469274,1.79
MOTS,4855556,0.90
KSPN,4698925,0.93
STAF,3229630,1.35
PEAR,143666667,0.03
RCRT,16538462,0.26
BLCM,8958333,0.48
AKAN,3406504,1.23
QLGN,4212121,0.99
NVFY,6949153,0.59
ADTX,4276596,0.94
SPRC,6745763,0.59
PTE,7745098,0.51
TCBP,2266272,1.69
FWBI,1544715,2.46
VYNT,6322034,0.59
IONM,1120482,3.32
BVXV,1892857,1.96
GROM,5841270,0.63
FRTX,5903226,0.62
EDBL,1978261,1.84
LGMK,23866667,0.15
ENVB,2088235,1.70
JAN,3480392,1.02
NVIV,2966387,1.19
OCTO,1332061,2.62
HCDI,718487,4.76
EAST,16285714,0.21
MOBQ,17050000,0.20
BRSH,12071429,0.28
TIRX,3271845,1.03
YVR,19294118,0.17
MEDS,9937500,0.32
AREB,17333333,0.18
MTC,3131868,0.91
CMND,5580000,0.50
CYTO,2405172,1.16
KRBP,692913,3.81
TANH,1222222,2.16
CFRX,1551515,1.65
CNXA,13263158,0.19
SXTC,10416667,0.24
BIMI,3815385,0.65
MYSZ,1651007,1.49
DRMA,861004,2.59
ATMV,191220,10.25
BDRX,4655172,0.29
ALLR,974359,1.17
