Ticker,Outstanding_Shares,Price
AAPL,15818580614,166.41
MSFT,7441211154,288.32
GOOGL,12843621399,104.49
AMZN,10256472887,102.35
NVDA,2469734795,276.39
TSLA,3168287412,185.10
META,2565119692,218.06
AVGO,416914017,630.01
PEP,1377077581,184.71
ASML,394651489,641.30
AZN,3099226460,74.98
COST,443388055,496.45
CSCO,4096280088,50.27
TMUS,1205085536,150.23
ADBE,458581369,377.97
TXN,906944521,180.43
CMCSA,4206481965,38.26
NFLX,445249331,332.69
AMD,1611191456,89.89
SNY,2497468354,55.30
INTC,4171015404,31.81
QCOM,1114887142,118.29
AMGN,533893830,246.21
HON,665700925,196.74
INTU,280470163,442.40
SBUX,1149494575,107.83
GILD,1248326160,83.64
BKNG,50820000000,2700.15
MDLZ,1363313945,70.49
ADI,505859375,189.44
ISRG,350197011,269.02
AMAT,845047636,111.26
ADP,414284401,217.58
PDD,1263659647,70.28
REGN,107476057,808.18
PYPL,1122827649,76.53
VRTX,257685325,324.97
ABNB,631401901,118.91
FISV,623114293,117.33
CME,359741141,191.61
JD,1819580791,37.69
MU,1094415752,61.96
ATVI,784254176,85.61
LRCX,134868886,495.37
MELI,66510000000,1321.16
EQIX,93541581,706.21
CSX,2048355263,30.40
NTES,656557998,92.33
PANW,302524369,200.05
CDNS,273160922,213.83
SNPS,152272787,380.37
ORLY,61823581,909.20
MRNA,385072748,142.96
MNST,1044832827,52.64
MAR,309111880,173.40
FTNT,783313679,67.84
CHTR,152654803,342.21
KLAC,138404293,370.87
WDAY,258959418,193.93
KDP,1406329472,35.39
KHC,1226788432,39.42
AEP,514328972,92.47
LULU,127137986,372.43
CTAS,101689755,459.83
DXCM,386336867,118.86
BIDU,349391172,131.40
NXPI,259800853,175.75
MCHP,547772277,80.80
EXC,994391213,42.79
ADSK,214821193,197.42
BIIB,144475148,293.13
TEAM,256014274,162.53
IDXX,82899836,482.51
PAYX,360417239,109.29
XEL,550107527,69.75
SGEN,187121951,205.00
PCAR,522173556,73.06
GEHC,453925323,83.56
ODFL,110022168,342.84
CPRT,476509203,77.69
MBLY,800738007,46.07
MRVL,857617466,42.14
ILMN,157915498,228.16
GFS,545314664,64.99
ROST,341922409,103.62
EA,274242307,129.01
IBKR,416617560,84.85
WBD,2432773109,14.28
ON,431528461,79.23
DLTR,221269756,149.32
CRWD,235794413,136.39
ENPH,136917280,228.24
CTSH,509418509,61.05
FAST,571109872,53.79
WBA,862204724,35.56
VOD,2698412698,11.34
TTD,487761675,62.10
BKR,1010832769,29.54
VRSK,154698995,193.02
BNTX,240978544,123.04
SBAC,108244298,263.94
CSGP,406883748,70.02
BGNE,104663795,266.95
CCEP,458183011,60.98
ANSS,86784826,321.60
NDAQ,488777159,55.69
ULTA,50174576,541.31
GMAB,652215800,41.52
ACGL,372443339,72.36
TSCO,109836266,244.91
ALGN,76666667,348.00
FANG,183546492,144.65
CDW,135136555,190.40
HZNP,228438645,111.89
TROW,224511358,113.58
WTW,106458779,238.59
ALNY,124174897,201.49
LI,976087809,25.51
TCOM,646076352,37.72
CEG,327505044,74.35
EBAY,536751361,44.08
FSLR,106781053,219.14
VRSN,104301520,217.83
MPWR,47313367,475.13
DDOG,319805659,69.98
PODD,69551970,321.63
RYAAY,227872911,96.94
TTWO,168530287,124.31
ARGX,55557033,376.01
HOLX,246638401,82.55
ZM,293663748,67.39
PFG,242997925,77.12
IEP,353446630,52.37
FITB,681063123,27.09
BMRN,186490604,98.45
STLD,170521037,107.67
JBHT,103647712,174.63
ERIC,3324074074,5.40
NTRS,207804310,85.85
SEDG,56113427,316.68
SWKS,159115523,110.80
FOXA,515312132,33.96
ICLR,81691990,213.24
EXPD,154445340,111.69
FWONA,256861575,67.04
CINF,157157436,107.79
HBAN,1449137931,11.60
TW,231236203,72.48
CHKP,125348820,132.59
AXON,72838636,226.94
INCY,222885033,73.76
MDB,70031793,229.61
LPLA,78638440,203.59
RPRX,443235704,35.85
WMG,515584416,30.80
HTHT,318218460,49.62
SYM,555358410,28.18
COIN,231305638,67.40
TER,156055433,99.58
ZBRA,51356203,300.84
SPLK,165459851,92.53
PTC,118138518,128.07
LKQ,267279477,56.57
SIRI,3886597938,3.88
ZS,145049218,103.62
BZ,829646018,18.08
AZPN,64718615,231.00
EXPE,153380002,95.71
FCNCA,14630000000,1017.64
NTAP,213939127,68.01
SSNC,249480969,57.80
PARA,654761905,21.84
LCID,1832051282,7.80
UAL,328389340,43.15
EVRG,229497569,61.70
NICE,63582758,218.77
LNT,251151649,54.27
GLPI,262333140,51.69
STX,206477733,64.22
POOL,38993119,340.06
TECH,157288699,84.24
LSCC,137584602,94.56
AKAM,156250000,82.88
WYNN,113745766,112.18
ETSY,124560031,102.28
MKTX,37636800,337.17
BSY,290470723,43.55
ERIE,52269888,240.10
OKTA,161331791,77.79
NDSN,57221081,219.15
RIVN,918777943,13.42
APA,311150622,39.37
BRKR,146678065,81.88
TRMB,246788230,48.26
HST,713257349,16.67
VTRS,1195740365,9.86
EXAS,179193401,65.46
DOX,120585162,95.70
LBRDK,146375882,77.95
WDC,319160839,35.75
GEN,639215686,17.85
FIVE,55678195,203.85
JKHY,72924748,154.68
CG,362057878,31.10
GRAB,3730000000,3.00
ZI,512419503,21.74
CHRW,116405434,95.70
SRPT,87968849,125.84
PCTY,55758128,197.46
CHK,134646154,81.25
XM,605571031,17.95
HSIC,131248491,82.82
DOCU,201760959,53.38
ENTG,149637074,71.64
LAMR,101865136,104.55
UTHR,46302786,228.28
Z,233178910,45.33
OTEX,270451613,38.75
REG,171329822,60.76
NBIX,97485791,103.81
MASI,52615161,192.34
NWSA,575967649,17.31
ARCC,544310722,18.28
FLEX,451213926,21.83
MTCH,279069767,35.26
MANH,62052808,157.93
SWAV,36514741,265.92
DKNG,461575179,20.95
CHDN,37450851,256.87
CZR,215024741,44.46
LOGI,160337553,59.25
RGEN,55584842,170.73
QRVO,99871410,93.32
TPG,309223623,30.14
LECO,57559764,161.05
RXDX,47533031,193.76
RGLD,65677207,139.47
APLS,111232810,82.17
PAA,698242934,13.09
JAZZ,63339598,143.67
ROKU,140058615,64.83
LBTYK,447738693,19.90
CROX,61753265,143.96
MORN,42522626,208.83
WSC,205718271,43.02
HOOD,895112016,9.82
BILI,404717854,21.62
AAL,653122649,13.29
LEGN,165046693,52.47
XRAY,212456918,40.62
FFIV,60127246,143.03
CGNX,172819473,49.30
ALGM,191378921,44.31
CASY,37270109,225.65
PSNY,2112565445,3.82
ESLT,44303797,180.12
SEIC,134160857,58.81
XP,560854093,14.05
DBX,353790614,22.16
NATI,131420718,58.21
MIDD,53590341,141.63
TTEK,53261942,141.94
EWBC,141452345,52.88
KRTX,37355603,199.97
IRDM,126507047,58.89
HAS,138493644,52.71
TXRH,67064768,108.85
SAIA,26511679,272.71
CFLT,290791599,24.76
CAR,39467775,178.12
ACHC,91993637,75.44
FUTU,140425532,49.35
YNDX,359028511,18.94
DSGX,84909205,79.85
CBSH,124746263,54.19
IQ,956152758,7.07
OLED,47225915,142.93
CELH,76659822,87.66
NVCR,105411765,63.75
ROIV,758229285,8.81
LSTR,35992272,181.15
NXST,36750923,176.05
FSV,44508105,143.12
MNDY,47744361,133.00
GNTX,234230911,27.11
GRFS,837086093,7.55
NFE,208623549,30.15
TXG,115250505,54.49
SIVB,59222935,106.04
LFUS,24802884,252.39
APP,376732972,16.59
CACC,12834753,486.18
SMCI,53585296,115.89
EXEL,324112735,19.16
RCM,416835017,14.85
LNTH,68254493,90.69
DOOO,78998322,77.47
COUP,75583549,80.97
MAT,355646100,17.18
QDEL,66637246,90.64
CHRD,41643493,143.84
PDCE,88317826,67.71
MLCO,445277361,13.34
ITCI,95345104,62.30
MEDP,30778014,192.67
NTNX,230229840,25.67
AMKR,245738046,24.05
NVEI,139672753,42.17
SIGI,60420133,96.16
AGNC,574574575,9.99
REYN,209908257,27.25
OPCH,179358087,31.78
WWD,59698366,95.48
NTRA,113215069,50.17
CNXC,52100532,109.02
ALTR,80045416,70.46
WING,29969711,188.19
DUOL,40683835,138.63
LNW,90879585,61.62
NOVT,35819368,156.34
SOFI,934782609,5.98
CCCS,625421822,8.89
EEFT,49928032,111.16
LANC,27555334,201.05
CHX,198069360,27.97
EXLS,33303222,166.05
SLAB,32000931,171.87
ENSG,55731024,98.15
SPSC,36298365,150.42
COLM,62193313,87.63
PPC,236853542,23.01
MKSI,66731970,81.67
IPGP,47258486,114.90
WIX,58740805,92.44
HCP,191181658,28.35
CYBR,41064639,131.50
RMBS,108783239,49.64
BOKF,66741517,80.16
PLUG,593126386,9.02
TENB,113534317,46.77
PROK,406153846,13.00
MDGL,18142713,288.27
IONS,142817982,36.48
NWL,413683373,12.57
AAON,53525476,97.15
FYBR,244791667,21.12
SSB,75839812,68.17
ASO,76980345,67.16
DRVN,167434211,30.40
COKE,9370294,537.87
GTLB,151745068,32.95
FIVN,71520896,69.63
UFPI,62452878,79.58
EXPO,50608322,97.81
HQY,84737023,58.18
CRUS,55255458,88.86
GLBE,163333333,30.00
TSEM,109838275,44.52
VNOM,163354665,29.69
HALO,135271101,35.78
HTZ,319022457,15.14
ALKS,164444444,29.25
IPAR,32078384,149.01
FOXF,42323358,112.94
SGRY,125824321,37.91
IART,81978554,57.82
NSIT,33817816,138.98
QLYS,36978633,126.83
WEN,211983659,22.03
SHC,282331512,16.47
ASND,57121662,80.88
FIZZ,93263200,49.43
APPF,35445179,130.06
UBSI,134643590,34.09
WFRD,70964750,64.68
PENN,157098659,29.09
ZION,148184818,30.30
COLB,208275221,21.51
IAC,88849135,50.31
MTSI,70761437,63.17
POWI,56915780,78.01
PYCR,176400477,25.17
FCFS,46218049,95.85
SBNY,63000000,70.00
WTFC,60939897,71.71
MMSI,57273919,76.30
RUN,214531173,20.37
CWST,50715366,85.97
CIGI,41815204,103.79
VC,28206983,152.09
VLY,507710558,8.43
FRSH,290081522,14.72
MSTR,12956276,329.57
FRHC,59533839,71.22
ACLS,32707029,129.33
WB,244779582,17.24
FFIN,142565498,29.39
PLTK,365300785,11.47
ICUI,24020228,174.02
OMAB,48174677,86.56
SYNH,103268945,40.38
BPOP,71958585,57.95
CERE,156685499,26.55
DISH,530089629,7.81
PECO,131428571,31.50
ESGR,17604286,235.17
CVT,488757396,8.45
FELE,46177987,89.22
BCPC,32174527,127.43
PNFP,76563085,53.42
CRSP,78567302,51.93
OZK,116905444,34.90
NXT,120843230,33.68
ISEE,137135098,29.46
DLO,293859649,13.68
IRTC,30438743,131.74
GGAL,321746160,12.37
HLNE,53764897,73.84
ACT,162351007,24.33
SYNA,39384246,100.04
ONB,292719168,13.46
SGML,103530032,37.96
AVT,91247672,42.96
DIOD,45676998,85.82
SHLS,169550173,23.12
PTCT,73815367,52.97
ZLAB,101880878,38.28
PCH,79942458,48.66
BECN,64221706,60.26
CERT,159456119,24.27
SRCL,92300335,41.82
PEGA,82421120,46.59
DRS,260692464,14.73
OLLI,61900894,61.55
PINC,118765586,32.08
BL,60317460,63.00
LYFT,368932039,10.30
PI,26117279,140.52
STNE,312446352,11.65
LOPE,31031543,117.30
MRVI,255633803,14.20
RETA,36661940,98.74
ZD,47326448,76.49
FLNC,174963751,20.69
EVO,353921569,10.20
ABCM,229100191,15.67
BLKB,53229665,66.88
NARI,55599060,63.85
PCVX,80072382,44.21
SMPL,99578059,35.55
TFSL,280604134,12.58
CYTK,95730215,36.77
NEOG,216133005,16.24
NWE,59836345,58.66
SLM,241379310,14.50
SFM,103798983,33.43
DNLI,136850456,25.21
AFRM,294017094,11.70
SRAD,297835498,11.55
FOCS,65898175,52.05
PTON,346115035,9.91
AEIS,37508298,90.38
CCOI,48322340,69.74
FOLD,282481140,11.93
CRVL,17117530,196.29
GDS,190692395,17.62
VIR,134000000,25.00
TIGO,170756646,19.56
VERX,150815217,22.08
NTLA,88071939,37.81
ARWR,108196721,30.50
PAGP,241025641,13.65
STAA,48219258,68.23
BMBL,188614146,17.39
VIRT,166581763,19.63
AY,116122159,28.16
TWNK,133578431,24.48
ARRY,150882080,21.54
MEOH,68629528,47.21
SANM,58346840,55.53
ACAD,162271805,19.72
LITE,68587401,46.51
NWTN,288444040,10.99
SSRM,206919060,15.32
AXSM,43490228,72.66
HWC,85963003,36.76
BRZE,96171516,32.65
FLYW,108313211,28.99
RELY,174082314,17.98
UCBI,115243004,27.16
FRPT,48000000,65.00
GT,282984531,10.99
TGTX,146157473,21.21
RUSHA,56701031,54.32
AZTA,69081908,44.44
PGNY,94345421,32.54
COOP,70062226,43.39
RUSHB,50946874,59.67
WIRE,17967965,169.19
STGW,452914798,6.69
OTTR,41660938,72.73
ATAT,130998703,23.13
INMD,82989832,36.39
FIBK,104384134,28.74
HCM,173433875,17.24
SPT,55442240,53.93
PRVA,115369725,25.83
BHF,67650397,44.05
APPN,72883436,40.75
TRMD,82635399,35.82
LFST,375796178,7.85
INTA,63659905,46.34
WERN,63253012,46.48
BPMC,59918200,48.90
AAWW,28590945,102.48
QFIN,159388646,18.32
RARE,70312500,40.96
JJSF,19206317,149.43
AXNX,50017428,57.38
SAGE,59695262,47.91
MRCY,58118269,49.21
RPD,59974747,47.52
FWRD,26070935,108.55
NCNO,111681137,25.34
LIFW,3369047619,0.84
IMCR,48203032,58.71
UMBF,48520303,58.12
ACIW,107952363,26.03
CALM,48938783,57.01
PRTA,52522199,52.93
GO,97707231,28.35
FTAI,99712023,27.78
GOCO,217665615,12.68
VRNS,107843137,25.50
MGEE,36071617,75.96
OLK,123978202,22.02
PSEC,400293255,6.82
KLIC,56666667,48.00
PACB,249310028,10.87
LGIH,23587780,114.89
SHOO,75864007,35.59
AVAV,25283266,106.79
HPK,113397732,23.81
PZZA,34700722,77.52
INDB,44411425,60.57
CVLT,44518272,60.20
NVMI,28743029,93.24
TRIP,140830268,19.03
ARLP,127195064,21.07
DORM,31404375,85.02
PLXS,27674129,96.48
BANF,32931527,80.47
ALVO,263157895,10.07
RRR,58177827,45.55
HUBG,32821402,80.74
IOSP,25021244,105.91
AMBA,38771031,68.35
DSEY,324324324,8.14
CSIQ,64217952,41.11
SITM,21699670,121.20
SBRA,230973451,11.30
CVCO,8697970,300.07
SONO,127503664,20.47
OMCL,45093296,57.88
PDCO,97524381,26.66
RUM,278969957,9.32
IBOC,62082139,41.88
URBN,92473118,27.90
RVMD,106391753,24.25
RVNC,83686096,30.71
LIVN,53522894,47.83
TNDM,64548664,39.66
WOOF,266666667,9.60
WDFC,13563304,187.27
OLPX,652956298,3.89
MMYT,105066445,24.08
MXL,80037963,31.61
AMED,32615702,77.57
DCT,132701422,18.99
GH,102480683,24.59
VSAT,76456311,32.96
FHB,127281947,19.72
PRGS,43230157,57.83
SPWR,174947516,14.29
VRNT,65064019,38.27
PTEN,208193980,11.96
VRRM,149668075,16.57
GLPG,65778961,37.55
DNUT,167803547,14.66
JAMF,123867069,19.86
MRTX,58120067,41.81
CD,364864865,6.66
OZON,208620690,11.60
BBIO,159814324,15.08
ALRM,49660004,48.53
INSM,136543909,17.65
CORT,107816712,22.26
PRFT,34732272,69.10
EXTR,129171152,18.58
CBRL,22135778,107.97
PSMT,30965392,76.86
GLNG,107110711,22.22
ITRI,45497993,52.31
TCBI,48153438,49.01
XENE,62966916,37.48
CATY,72244520,32.39
IAS,154557464,15.14
ABCB,69427890,33.56
LAZR,368839428,6.29
PRVB,94848733,24.46
MQ,539534884,4.30
TMDX,32471184,71.14
XRX,156356220,14.71
GDRX,397923875,5.78
KRYS,25794098,88.78
SBLK,102967626,22.24
ARCB,24239847,94.06
WSFS,61323292,37.18
JBLU,327536232,6.90
STRA,24531182,91.72
BEAM,72300771,31.12
RIOT,166790215,13.49
NUVA,52263182,42.86
STEP,101449275,22.08
FTDR,81357169,27.41
GBDC,170637971,13.01
PAX,147214854,15.08
FULT,166034875,13.19
MGRC,24368433,89.46
MGPI,22020202,99.00
FORM,77250177,28.22
BLMN,87641357,24.76
FROG,101877934,21.30
RNW,387387387,5.55
SNEX,20665129,104.04
EVCM,189929329,11.32
SIMO,33002789,64.54
AGYS,25168380,84.63
CVBF,139306736,15.29
PPBI,95773381,22.24
VTYX,58244463,36.57
SCLX,145205479,14.60
CSWI,15475582,136.99
TWKS,317841079,6.67
CRCT,218426501,9.66
SDGR,71525424,29.50
ENVX,157934132,13.36
YY,69813830,30.08
HELE,23984393,87.14
CENTA,54664915,38.05
GSHD,37497747,55.47
CENT,51987003,40.01
ULCC,217894737,9.50
NAVI,126916002,16.31
ICFI,18755096,110.37
ABCL,286908078,7.18
SFNC,127317676,16.18
VIAV,225136612,9.15
AMLX,66666667,30.75
MYRG,16653128,123.10
PAYO,354671280,5.78
AMPH,47919589,42.78
IMVT,129770992,15.72
VCTR,67841703,30.07
CLBK,107544141,18.69
EBC,176161262,11.41
NTCT,71024735,28.30
PCRX,45871560,43.60
CARG,114678899,17.44
VKTX,98183603,20.37
LESL,183823529,10.88
GPRE,59541530,33.59
HRMY,59849624,33.25
XPEL,27521654,71.58
SUPN,54284927,36.29
NEO,127118644,15.34
RKLB,476772616,4.09
IDCC,26952315,72.35
MARA,167525773,11.64
ATRC,46500479,41.72
SYT,252604167,7.68
LILAK,216276477,8.97
FFBC,94865526,20.45
FGEN,94146341,20.50
WAFD,65735695,29.36
PERI,46595847,41.42
KYMR,55221745,34.95
NMIH,83840139,23.02
LZ,190665343,10.07
THRM,33217993,57.80
GOGL,200626959,9.57
AKRO,47047292,40.81
SBCF,84363958,22.64
FA,147718484,12.93
AMEH,47087980,40.35
ACVA,159262364,11.93
VICR,44025157,42.93
LAUR,156976744,12.04
ENLT,117353308,16.02
CPRX,105617978,17.80
NAAS,215189873,8.69
AUR,1178343949,1.57
TOWN,74645030,24.65
KC,253094911,7.27
ESTA,24475057,74.77
BLU,126643599,14.45
JACK,20645307,88.64
MOMO,198689956,9.16
SKIN,132503660,13.66
EXPI,148883375,12.09
CRSR,101580135,17.72
FRME,59741122,30.13
ALGT,18133928,98.71
NUVL,56814555,31.33
ECX,337760911,5.27
BANR,34090909,51.92
MYGN,81529249,21.71
CVAC,222361809,7.96
GOGO,127536232,13.80
ADUS,16161616,108.90
GET,930851064,1.88
VRNA,79654074,21.97
ATEC,110757479,15.71
SOVO,100230415,17.36
MORF,39482641,44.07
IMKTA,19028871,91.44
ODP,40027765,43.22
CRTO,55806452,31.00
HLIT,111182519,15.56
DADA,255572065,6.73
WSBC,59310345,29.00
PLRX,58884298,29.04
XNCR,59957924,28.52
BGCP,373362445,4.58
SILK,38400723,44.27
CAKE,51608986,32.94
CSGS,31704588,53.62
OSIS,16868426,100.78
IBTX,41029376,41.19
IRWD,154056518,10.97
PLAY,48507463,34.84
TTEC,47098402,35.67
PRCT,44856299,37.23
COHU,47132311,35.22
EVGO,266129032,6.20
VCYT,72083879,22.89
ROIC,125379939,13.16
MRTN,81147947,20.21
EMBC,57172922,28.51
CLDX,47232686,34.51
KTOS,126661454,12.79
HURN,19146153,84.09
RDNT,57830460,27.84
BRP,62039550,25.79
RNST,56100982,28.52
EFSC,37253983,42.68
TVTX,74542897,21.33
ACLX,47891566,33.20
AHCO,136013687,11.69
SWTX,62401264,25.32
SVC,165099269,9.57
EYE,79118678,19.97
AUPH,142468240,11.02
HLMN,195031056,8.05
HEES,36414566,42.84
HAIN,89552239,17.42
PATK,22484866,69.38
TMCI,60990099,25.25
PDFS,37735849,40.81
AVDX,199218750,7.68
RCKT,79414838,19.14
TLRY,617886179,2.46
NMRK,235937500,6.40
PLYA,157620042,9.58
MNRO,31289111,47.94
GCMG,187734668,7.99
NVEE,15474089,96.29
HTLF,42305508,35.22
ROCK,30836093,48.32
TBBK,55390335,26.90
SUMO,122398002,12.01
SMTC,63802083,23.04
INFN,223065250,6.59
SEAT,196261682,7.49
DICE,47572499,30.69
ANDE,33788475,43.21
VCEL,47603521,30.67
HSAI,116987179,12.48
ARVN,53382084,27.35
SATS,83477260,17.37
KDNY,65819337,22.03
NWBI,127081507,11.41
PRAA,38999462,37.18
LKFN,25925264,55.93
VEON,69666183,20.67
MCRI,19070322,75.51
BLDP,298136646,4.83
PTVE,177558570,8.11
OCSL,77294686,18.63
SYBT,29267294,48.86
TRUP,41115584,34.78
TRMK,60891938,23.32
DVAX,128158845,11.08
OTLY,591666667,2.40
RADI,96796183,14.67
SBGI,68713450,20.52
BCRX,187500000,7.52
ATSG,71792261,19.64
MNTV,150641026,9.36
NBTB,43066585,32.74
RLAY,121866897,11.57
SNDX,68459658,20.45
AVID,43601004,31.88
UPWK,132380952,10.50
CHCO,15454748,89.94
TASK,97457627,14.16
VRTS,7269833,188.45
ROAD,52529934,25.89
MSEX,17616580,77.20
MLKN,75723831,17.96
PLUS,26865672,50.25
MDRX,109577922,12.32
CRDO,148394241,9.03
FBNC,40866118,32.79
ERII,56208054,23.84
INDI,140167364,9.56
AMPL,114627887,11.69
UCTT,44846051,29.88
CTKB,135162602,9.84
TA,15068493,87.60
CHEF,39461883,33.45
PRME,97416974,13.55
CLMT,79710145,16.56
KFRC,20329586,64.93
EVBG,40394696,32.43
UPBD,55649958,23.54
PLMR,24952381,52.50
PTGX,56392596,23.23
MAXN,45156842,29.01
SABR,327455919,3.97
MGNI,134854772,9.64
TTMI,102685624,12.66
LGND,17121033,75.93
TH,100467290,12.84
UPST,82480818,15.64
OPAL,169069463,7.63
AVTA,47901968,26.93
HSKA,10896399,117.47
TCBK,33176594,38.28
TFIN,23264334,54.59
ALTI,139101862,9.13
IOVA,224778761,5.65
HIMX,174273859,7.23
GDEV,197492163,6.38
UDMY,145664740,8.65
NSSC,36743092,34.02
APPS,99443119,12.57
AGIO,55037727,22.53
DCBO,32891247,37.70
HTLD,79048843,15.56
GDEN,28893587,42.57
VRDN,43097407,28.54
STEL,52747253,22.75
ZNTL,59405941,20.20
ECPG,23287405,51.53
DGII,35874439,33.45
KROS,28502994,41.75
NAMS,84337349,14.11
PACW,117821782,10.10
NMFC,101018676,11.78
RYTM,56774809,20.96
CDMO,62631579,19.00
ADPT,142857143,8.33
EWCZ,62533121,18.87
ETNB,69005848,17.10
CNXN,26286478,44.89
DH,107664234,10.96
ALKT,92563291,12.64
SCHL,33088235,35.36
MATW,30548303,38.30
DCPH,75718016,15.32
CMPR,26179192,44.31
SKYW,48759983,23.79
COCO,55984556,20.72
WINA,3459588,335.30
MBUU,20494700,56.60
ARHS,139563107,8.24
JBSS,11514969,99.87
LMAT,22064467,52.12
NXGN,66016073,17.42
RNA,70987654,16.20
IRBT,27717522,41.49
SPNS,54992764,20.73
CASH,27489752,41.47
HOPE,119496855,9.54
RXRX,191275168,5.96
STRL,30706522,36.80
TRS,41528850,27.21
MNKD,265258216,4.26
STBA,39154539,28.86
NVTS,160000000,7.00
CAMT,44391597,25.23
NRDS,76502732,14.64
ALHC,187290970,5.98
DMLP,38461538,29.12
AFYA,90104586,12.43
PLL,19161056,57.93
OPK,776223776,1.43
KIDS,23038605,48.18
TBIO,371621622,2.96
PTLO,54267390,20.27
SAFT,14769066,74.48
SMMT,700636943,1.57
WABC,26853905,40.59
OSW,93162393,11.70
HCSG,74023304,14.59
ATRI,1817264,594.30
OPEN,639053254,1.69
CLBT,189141856,5.71
NRC,24725275,43.68
CRNC,40253448,26.83
SRCE,25489733,42.37
MODV,14004149,77.12
SANA,192100539,5.57
ACCD,73087432,14.64
KALU,15989241,66.92
GERN,507177033,2.09
ARKO,120045300,8.83
SSYS,68697343,15.43
SNCY,56775576,18.67
MBIN,43103448,24.36
STER,96153846,10.92
BUSE,55263158,19.00
UFPT,7610684,136.65
OFLX,10146341,102.50
ANGI,500000000,2.06
SAVA,41564792,24.54
TTGT,28603477,35.66
SASR,44953724,22.69
OCFC,59405941,17.17
COMM,209543568,4.82
ARDX,206543967,4.89
SBSI,31308122,32.26
CMCO,28490028,35.10
MGI,96432015,10.37
RDFN,109769484,9.11
AMSF,19138756,52.25
HOLI,62011257,15.99
OPRA,89054905,11.11
VERV,61794615,15.97
VECO,51576059,19.13
SHEN,50221203,19.62
CYRX,48276471,20.40
WALD,107570022,9.14
MIRM,38039642,25.73
FRG,35123204,27.84
WKME,86305580,11.29
VBTX,54096667,18.00
APOG,22213992,43.74
GDYN,75064241,12.92
MNTK,143662704,6.73
CLNE,222138249,4.34
RDWR,44830540,21.48
CBAY,97244692,9.89
OBNK,30820455,31.19
EGBN,31103862,30.81
SCRM,93749511,10.22
PLAB,62433987,15.30
LBAI,64982265,14.66
BYND,64063342,14.84
MRUS,46305854,20.50
IMGN,226045346,4.19
ASTE,22675884,41.59
AMYT,64134014,14.70
IBRX,434828704,2.16
ME,458367647,2.04
FORTY,15318774,60.67
IMXI,36429635,25.51
DAWN,73616057,12.58
REPL,56655236,16.33
WEST,75565574,12.20
BMEA,35169783,26.21
IMOS,36347431,25.30
PCT,163524911,5.62
ALBO,20744960,44.15
GPCR,38067945,23.99
BRKL,88708577,10.26
CRNX,53988724,16.85
CENX,92183756,9.85
ASLE,51214447,17.72
DSGR,21285077,42.62
QURE,46933679,19.30
STKL,107883055,8.38
NYMT,91410516,9.89
NWLI,3640106,247.99
HWKN,21079402,42.82
MATH,910474747,0.99
GABC,29488220,30.56
KRNT,49884701,18.04
RILY,28826382,30.93
CFFN,135937405,6.55
ASTS,200080899,4.45
USLM,5684591,156.40
FLGT,29538410,29.94
INBX,43616486,20.26
FCEL,404802752,2.18
PRDO,67473118,13.02
MLAB,5341099,163.97
EQRX,488603352,1.79
OSTK,45062565,19.34
ADEA,106349693,8.15
FWRG,59243836,14.60
AEHR,28338361,30.50
SPTN,35119512,24.60
INNV,136241270,6.30
MLTX,39118505,21.94
AMWD,16625606,51.55
HHRS,95919283,8.92
SCHN,27237504,31.41
IESC,20371517,41.99
NEXT,150973498,5.66
HCCI,24332477,35.04
OM,48720504,17.46
ARQT,61083032,13.85
SLP,19925978,42.42
BLFS,42831301,19.68
AMRK,23510324,35.84
CSII,42187281,19.97
IIIV,33286791,25.21
MOND,82348214,10.08
LPRO,120504360,6.88
PNT,105547771,7.85
ASTL,103567500,8.00
HSTM,30565137,27.02
CCRN,36013531,22.91
SKWD,38327602,21.52
ICHR,29015178,28.33
TWST,56897507,14.44
KNSA,69679117,11.78
RGNX,43465289,18.87
ELVN,41011512,19.98
GGR,243829341,3.34
RTL,142335664,5.72
UNIT,239285294,3.40
ROVR,184833713,4.39
ROCC,18941149,42.82
THCH,160189723,5.06
SLRC,54665761,14.72
ICPT,41691550,19.29
DCGO,102507653,7.84
GSM,187095571,4.29
COLL,34573587,23.17
SHYF,34829778,22.97
DCOM,38823186,20.53
MTTR,290529197,2.74
THRY,34823916,22.83
AVPT,190112440,4.18
NVAX,86126898,9.22
SGH,49041512,16.14
AMCX,42985310,18.38
ENTA,20931053,37.42
VALN,69111504,11.30
RBCAA,19671212,39.60
CRON,379648780,2.05
COGT,69946895,11.11
INVA,68096407,11.41
AVDL,76683532,10.08
BASE,45586533,16.93
ADTN,78553971,9.82
AVO,70700275,10.91
SSP,84335165,9.10
ULH,26288752,29.16
PRTC,27836727,27.50
MCRB,126067545,6.07
PWP,86630682,8.80
KURA,68346499,11.14
HHR,50635396,15.03
CRAI,7170582,105.58
CCSI,19900631,38.04
PUBM,52828212,14.32
GIII,46545903,16.23
CALT,30725826,24.51
HIBB,12685517,59.24
SCWX,85829689,8.69
ADMA,221824405,3.36
XMTR,47701024,15.62
ARCT,26536594,28.01
BLTE,24951178,29.70
SCSC,25331966,29.25
FBMS,31067562,23.83
TBPH,63333904,11.68
MFIC,65451556,11.25
CGC,514433566,1.43
CNDT,218118694,3.37
ARCE,66195475,11.05
HCAT,55891271,13.06
FLWS,64709333,11.25
PFBC,14434488,50.22
PHAR,65634964,11.04
TBLA,296889344,2.44
IDYA,48290020,14.93
